frame,yaw,pitch,roll
182,0.921723,-0.043794,0.0
183,0.927428,-0.051931,0.0
184,0.930814,-0.058697,0.0
185,0.92791,-0.066685,0.0
186,0.922253,-0.073109,0.0
187,0.916117,-0.079129,0.0
188,0.910262,-0.083986,0.0
189,0.908243,-0.086275,0.0
190,0.906689,-0.087725,0.0
191,0.907671,-0.087342,0.0
192,0.911768,-0.083168,0.0
193,0.920185,-0.076674,0.0
194,0.930217,-0.069744,0.0
195,0.937882,-0.063244,0.0
196,0.945488,-0.059366,0.0
197,0.951935,-0.056992,0.0
198,0.954342,-0.056701,0.0
199,0.955191,-0.05755,0.0
200,0.958307,-0.057924,0.0
201,0.961902,-0.059073,0.0
202,0.966183,-0.058795,0.0
203,0.969471,-0.058125,0.0
204,0.972886,-0.056294,0.0
205,0.976286,-0.053128,0.0
206,0.980096,-0.049743,0.0
207,0.983346,-0.045939,0.0
208,0.986983,-0.043646,0.0
209,0.991744,-0.042016,0.0
210,0.996681,-0.040002,0.0
211,1.002271,-0.037173,0.0
212,1.008751,-0.033705,0.0
213,1.016422,-0.030192,0.0
214,1.024775,-0.025718,0.0
215,1.035385,-0.022078,0.0
216,1.047433,-0.018495,0.0
217,1.063695,-0.015077,0.0
218,1.089722,-0.00958,0.0
219,1.140808,-0.00986,0.0
220,1.236056,-0.009837,0.0
221,1.375537,0.002637,0.0
222,1.515221,0.032887,0.0
223,1.651171,0.063186,0.0
224,1.775431,0.090641,0.0
225,1.871656,0.105582,0.0
226,1.945858,0.112866,0.0
227,2.007863,0.111701,0.0
228,2.064518,0.109333,0.0
229,2.113167,0.105089,0.0
230,2.154056,0.102949,0.0
231,2.190335,0.103887,0.0
232,2.221491,0.105932,0.0
233,2.248164,0.105565,0.0
234,2.261028,0.104549,0.0
235,2.256133,0.10257,0.0
236,2.230264,0.096604,0.0
237,2.177271,0.087761,0.0
238,2.097612,0.07026,0.0
239,1.995704,0.047766,0.0
240,1.863777,0.015431,0.0
241,1.716467,-0.025209,0.0
242,1.553519,-0.067249,0.0
243,1.37052,-0.105418,0.0
244,1.188171,-0.143342,0.0
245,0.987829,-0.171212,0.0
246,0.780668,-0.186653,0.0
247,0.589278,-0.196877,0.0
248,0.40973,-0.208877,0.0
249,0.245415,-0.220155,0.0
250,0.091185,-0.222415,0.0
251,-0.054287,-0.219669,0.0
252,-0.197308,-0.211784,0.0
253,-0.333868,-0.193047,0.0
254,-0.45688,-0.187594,0.0
255,-0.568388,-0.184117,0.0
256,-0.674582,-0.186626,0.0
257,-0.782179,-0.188562,0.0
258,-0.885133,-0.197486,0.0
259,-0.993984,-0.205925,0.0
260,-1.099395,-0.217727,0.0
261,-1.200784,-0.230035,0.0
262,-1.297784,-0.238411,0.0
263,-1.388246,-0.244999,0.0
264,-1.46948,-0.245854,0.0
265,-1.55004,-0.242416,0.0
266,-1.626432,-0.242545,0.0
267,-1.705891,-0.23901,0.0
268,-1.782353,-0.238623,0.0
269,-1.857762,-0.233426,0.0
270,-1.929052,-0.228297,0.0
271,-1.997349,-0.223574,0.0
272,-2.062235,-0.219162,0.0
273,-2.117803,-0.214109,0.0
274,-2.16926,-0.208689,0.0
275,-2.212106,-0.204661,0.0
276,-2.250893,-0.1983,0.0
277,-2.286713,-0.19359,0.0
278,-2.320385,-0.189129,0.0
279,-2.351767,-0.18377,0.0
280,-2.379165,-0.17835,0.0
281,-2.401745,-0.170883,0.0
282,-2.417607,-0.161455,0.0
283,-2.42677,-0.146773,0.0
284,-2.429751,-0.130876,0.0
285,-2.425495,-0.117877,0.0
286,-2.414314,-0.102746,0.0
287,-2.399332,-0.086961,0.0
288,-2.381795,-0.068134,0.0
289,-2.361709,-0.045474,0.0
290,-2.342847,-0.026723,0.0
291,-2.323339,-0.009181,0.0
292,-2.307301,0.002069,0.0
293,-2.294062,0.013012,0.0
294,-2.28881,0.024846,0.0
295,-2.293362,0.029382,0.0
296,-2.303351,0.035424,0.0
297,-2.31487,0.047402,0.0
298,-2.324271,0.056803,0.0
299,-2.33324,0.068003,0.0
300,-2.3444,0.078318,0.0
301,-2.36269,0.083984,0.0
302,-2.380477,0.094268,0.0
303,-2.395536,0.10352,0.0
304,-2.409153,0.114336,0.0
305,-2.423404,0.124022,0.0
306,-2.440367,0.131143,0.0
307,-2.455607,0.140264,0.0
308,-2.471156,0.154169,0.0
309,-2.487134,0.162848,0.0
310,-2.502045,0.170896,0.0
311,-2.516745,0.178826,0.0
312,-2.535723,0.183928,0.0
313,-2.560821,0.186387,0.0
314,-2.584997,0.195615,0.0
315,-2.610676,0.207261,0.0
316,-2.629225,0.219147,0.0
317,-2.639553,0.228862,0.0
318,-2.64536,0.234851,0.0
319,-2.646218,0.239016,0.0
320,-2.647648,0.241884,0.0
321,-2.649573,0.243513,0.0
322,-2.652059,0.245307,0.0
323,-2.657195,0.249257,0.0
324,-2.661592,0.250451,0.0
325,-2.667557,0.251567,0.0
326,-2.674304,0.250761,0.0
327,-2.682967,0.249579,0.0
328,-2.692885,0.249202,0.0
329,-2.703306,0.247732,0.0
330,-2.713431,0.243601,0.0
331,-2.722767,0.234595,0.0
332,-2.73262,0.220394,0.0
333,-2.741221,0.201095,0.0
334,-2.752011,0.175574,0.0
335,-2.758102,0.144381,0.0
336,-2.761684,0.108126,0.0
337,-2.755035,0.062835,0.0
338,-2.735204,0.014701,0.0
339,-2.704928,-0.024904,0.0
340,-2.66978,-0.0566,0.0
341,-2.633148,-0.085136,0.0
342,-2.596447,-0.104677,0.0
343,-2.562337,-0.115879,0.0
344,-2.534975,-0.123715,0.0
345,-2.513834,-0.12526,0.0
346,-2.497813,-0.121132,0.0
347,-2.481586,-0.119503,0.0
348,-2.463047,-0.113576,0.0
349,-2.441794,-0.111511,0.0
350,-2.420771,-0.108518,0.0
351,-2.39582,-0.108637,0.0
352,-2.366349,-0.113329,0.0
353,-2.331326,-0.117718,0.0
354,-2.292468,-0.123024,0.0
355,-2.249471,-0.126009,0.0
356,-2.19369,-0.136423,0.0
357,-2.121911,-0.141757,0.0
358,-2.044519,-0.13691,0.0
359,-1.967572,-0.130115,0.0
360,-1.893979,-0.118741,0.0
361,-1.829247,-0.102645,0.0
362,-1.768317,-0.090657,0.0
363,-1.711214,-0.081442,0.0
364,-1.660659,-0.075452,0.0
365,-1.609428,-0.074288,0.0
366,-1.562648,-0.073029,0.0
367,-1.522794,-0.072316,0.0
368,-1.484648,-0.072135,0.0
369,-1.454213,-0.068103,0.0
370,-1.429118,-0.063869,0.0
371,-1.407263,-0.059292,0.0
372,-1.389261,-0.054702,0.0
373,-1.368948,-0.053517,0.0
374,-1.348955,-0.05083,0.0
375,-1.322318,-0.050181,0.0
376,-1.292687,-0.049603,0.0
377,-1.269585,-0.045935,0.0
378,-1.239624,-0.03889,0.0
379,-1.217885,-0.031462,0.0
380,-1.200905,-0.026674,0.0
381,-1.187729,-0.023771,0.0
382,-1.179636,-0.022149,0.0
383,-1.174413,-0.020125,0.0
384,-1.176008,-0.018631,0.0
385,-1.17576,-0.016719,0.0
386,-1.177163,-0.014261,0.0
387,-1.180132,-0.011809,0.0
388,-1.184972,-0.010254,0.0
389,-1.189012,-0.010345,0.0
390,-1.193135,-0.011807,0.0
391,-1.197411,-0.013783,0.0
392,-1.202332,-0.014281,0.0
393,-1.206377,-0.015127,0.0
394,-1.210558,-0.016174,0.0
395,-1.215594,-0.018271,0.0
396,-1.219851,-0.020502,0.0
397,-1.223274,-0.022596,0.0
398,-1.226886,-0.024751,0.0
399,-1.229903,-0.026078,0.0
400,-1.233734,-0.027027,0.0
401,-1.238683,-0.027807,0.0
402,-1.24413,-0.028947,0.0
403,-1.251959,-0.030493,0.0
404,-1.259095,-0.032195,0.0
405,-1.266082,-0.035111,0.0
406,-1.274378,-0.0381,0.0
407,-1.28355,-0.042111,0.0
408,-1.294327,-0.047308,0.0
409,-1.307662,-0.055597,0.0
410,-1.330212,-0.06271,0.0
411,-1.360448,-0.069806,0.0
412,-1.393382,-0.079427,0.0
413,-1.432934,-0.090329,0.0
414,-1.474741,-0.099971,0.0
415,-1.510716,-0.110296,0.0
416,-1.542405,-0.120842,0.0
417,-1.569014,-0.130367,0.0
418,-1.589553,-0.137982,0.0
419,-1.606053,-0.143314,0.0
420,-1.618078,-0.146358,0.0
421,-1.626072,-0.147145,0.0
422,-1.631546,-0.145656,0.0
423,-1.635414,-0.142083,0.0
424,-1.634644,-0.140372,0.0
425,-1.634124,-0.137679,0.0
426,-1.633089,-0.132742,0.0
427,-1.631054,-0.128205,0.0
428,-1.628235,-0.123423,0.0
429,-1.624909,-0.118925,0.0
430,-1.622395,-0.115762,0.0
431,-1.619606,-0.113417,0.0
432,-1.614546,-0.110717,0.0
433,-1.609596,-0.107175,0.0
434,-1.603929,-0.101263,0.0
435,-1.59946,-0.093787,0.0
436,-1.595159,-0.087635,0.0
437,-1.586775,-0.084264,0.0
438,-1.577818,-0.082758,0.0
439,-1.567158,-0.084984,0.0
440,-1.557597,-0.086904,0.0
441,-1.549916,-0.089239,0.0
442,-1.539892,-0.091778,0.0
443,-1.526256,-0.094589,0.0
444,-1.508984,-0.095113,0.0
445,-1.495083,-0.092298,0.0
446,-1.482916,-0.087257,0.0
447,-1.471327,-0.081983,0.0
448,-1.460513,-0.076198,0.0
449,-1.457654,-0.069771,0.0
450,-1.447667,-0.067024,0.0
451,-1.437874,-0.054522,0.0
452,-1.423523,-0.045823,0.0
453,-1.406329,-0.044344,0.0
454,-1.393033,-0.039768,0.0
455,-1.383628,-0.036849,0.0
456,-1.376392,-0.031373,0.0
457,-1.367168,-0.030675,0.0
458,-1.361521,-0.031104,0.0
459,-1.354781,-0.031483,0.0
460,-1.344332,-0.032094,0.0
461,-1.335491,-0.035244,0.0
462,-1.327038,-0.041637,0.0
463,-1.314545,-0.045191,0.0
464,-1.306845,-0.043438,0.0
465,-1.298548,-0.042574,0.0
466,-1.28801,-0.041839,0.0
467,-1.270552,-0.041879,0.0
468,-1.24929,-0.041734,0.0
469,-1.226411,-0.033785,0.0
470,-1.201347,-0.021434,0.0
471,-1.171435,-0.009225,0.0
472,-1.139875,0.001819,0.0
473,-1.108918,0.010675,0.0
474,-1.078358,0.014314,0.0
475,-1.051221,0.018264,0.0
476,-1.026728,0.018537,0.0
477,-1.005888,0.020034,0.0
478,-0.989907,0.019397,0.0
479,-0.974286,0.014317,0.0
480,-0.961488,0.010155,0.0
481,-0.949091,0.005653,0.0
482,-0.938731,0.003965,0.0
483,-0.930971,0.003823,0.0
484,-0.922391,0.000542,0.0
485,-0.919111,-0.001886,0.0
486,-0.918855,-0.008422,0.0
487,-0.915996,-0.022415,0.0
488,-0.91839,-0.038152,0.0
489,-0.926649,-0.048831,0.0
490,-0.940738,-0.054987,0.0
491,-0.960841,-0.058335,0.0
492,-0.98307,-0.057149,0.0
493,-1.002899,-0.0541,0.0
494,-1.014658,-0.052598,0.0
495,-1.02216,-0.049011,0.0
496,-1.026899,-0.04475,0.0
497,-1.022464,-0.04226,0.0
498,-1.014331,-0.036268,0.0
499,-1.005078,-0.030471,0.0
500,-0.993968,-0.02235,0.0
501,-0.982652,-0.011075,0.0
502,-0.96545,0.001863,0.0
503,-0.937459,0.020903,0.0
504,-0.903625,0.03964,0.0
505,-0.866589,0.055302,0.0
506,-0.83011,0.066499,0.0
507,-0.799744,0.075241,0.0
508,-0.775649,0.081909,0.0
509,-0.757831,0.086773,0.0
510,-0.744479,0.087385,0.0
511,-0.734619,0.08925,0.0
512,-0.728942,0.092444,0.0
513,-0.724238,0.093586,0.0
514,-0.7213,0.094326,0.0
515,-0.719249,0.095592,0.0
516,-0.717011,0.095647,0.0
517,-0.716093,0.094125,0.0
518,-0.71437,0.092265,0.0
519,-0.711939,0.090319,0.0
520,-0.709116,0.089681,0.0
521,-0.706395,0.089323,0.0
522,-0.70374,0.088889,0.0
523,-0.702267,0.087902,0.0
524,-0.70113,0.086749,0.0
525,-0.700127,0.084983,0.0
526,-0.69964,0.083226,0.0
527,-0.699681,0.082153,0.0
528,-0.699826,0.080751,0.0
529,-0.700249,0.079757,0.0
530,-0.701248,0.078556,0.0
531,-0.70234,0.077783,0.0
532,-0.703486,0.077449,0.0
533,-0.704144,0.077448,0.0
534,-0.704513,0.077709,0.0
535,-0.704298,0.077628,0.0
536,-0.704198,0.077269,0.0
537,-0.704267,0.077174,0.0
538,-0.704109,0.077008,0.0
539,-0.703903,0.076972,0.0
540,-0.703651,0.077066,0.0
541,-0.703444,0.076922,0.0
542,-0.702859,0.076772,0.0
543,-0.701646,0.07631,0.0
544,-0.699686,0.075705,0.0
545,-0.697988,0.075269,0.0
546,-0.696588,0.074988,0.0
547,-0.695536,0.074782,0.0
548,-0.694701,0.074836,0.0
549,-0.694364,0.074694,0.0
550,-0.694089,0.07459,0.0
551,-0.693799,0.074614,0.0
552,-0.693291,0.074757,0.0
553,-0.692821,0.075313,0.0
554,-0.69216,0.07541,0.0
555,-0.691426,0.074971,0.0
556,-0.690877,0.07496,0.0
557,-0.690259,0.075598,0.0
558,-0.689883,0.076155,0.0
559,-0.689453,0.076878,0.0
560,-0.689383,0.077278,0.0
561,-0.68953,0.077436,0.0
562,-0.689662,0.077019,0.0
563,-0.689497,0.076716,0.0
564,-0.689355,0.07668,0.0
565,-0.688899,0.076164,0.0
566,-0.688565,0.075541,0.0
567,-0.688279,0.074869,0.0
568,-0.687951,0.074311,0.0
569,-0.687592,0.073904,0.0
570,-0.686893,0.073538,0.0
571,-0.68623,0.073387,0.0
572,-0.685513,0.073413,0.0
573,-0.684906,0.073544,0.0
574,-0.684406,0.073473,0.0
575,-0.683972,0.07244,0.0
576,-0.683431,0.07166,0.0
577,-0.682868,0.07134,0.0
578,-0.682371,0.071517,0.0
579,-0.681798,0.071654,0.0
580,-0.681774,0.071648,0.0
581,-0.682098,0.071557,0.0
582,-0.682601,0.071488,0.0
583,-0.683027,0.071284,0.0
584,-0.683277,0.071372,0.0
585,-0.683498,0.071651,0.0
586,-0.683556,0.071537,0.0
587,-0.683502,0.071122,0.0
588,-0.683313,0.070795,0.0
589,-0.682947,0.070428,0.0
590,-0.682361,0.070173,0.0
591,-0.681799,0.070195,0.0
592,-0.68122,0.070235,0.0
593,-0.680916,0.070224,0.0
594,-0.68069,0.070322,0.0
595,-0.680347,0.070418,0.0
596,-0.680149,0.070663,0.0
597,-0.680001,0.070662,0.0
598,-0.679842,0.070025,0.0
599,-0.679856,0.069817,0.0
600,-0.679585,0.07047,0.0
601,-0.678519,0.072261,0.0
602,-0.674984,0.075444,0.0
603,-0.670502,0.078129,0.0
604,-0.667572,0.081461,0.0
605,-0.668415,0.084014,0.0
606,-0.680454,0.086117,0.0
607,-0.709437,0.085466,0.0
608,-0.762923,0.084923,0.0
609,-0.846204,0.082423,0.0
610,-0.958175,0.074294,0.0
611,-1.092117,0.059377,0.0
612,-1.238164,0.033129,0.0
613,-1.38046,0.005141,0.0
614,-1.508742,-0.012776,0.0
615,-1.62383,-0.025867,0.0
616,-1.716055,-0.035986,0.0
617,-1.79,-0.045459,0.0
618,-1.845719,-0.052731,0.0
619,-1.888683,-0.053956,0.0
620,-1.923789,-0.05412,0.0
621,-1.950075,-0.057117,0.0
622,-1.971961,-0.059855,0.0
623,-1.989437,-0.06072,0.0
624,-2.006569,-0.06302,0.0
625,-2.021163,-0.065896,0.0
626,-2.033148,-0.066889,0.0
627,-2.045089,-0.069383,0.0
628,-2.05729,-0.067377,0.0
629,-2.0653,-0.064141,0.0
630,-2.069297,-0.061792,0.0
631,-2.072536,-0.05529,0.0
632,-2.075243,-0.051405,0.0
633,-2.076693,-0.051428,0.0
634,-2.084951,-0.052303,0.0
635,-2.086718,-0.056842,0.0
636,-2.08141,-0.056698,0.0
637,-2.070467,-0.050354,0.0
638,-2.059692,-0.047421,0.0
639,-2.057278,-0.033623,0.0
640,-2.051667,-0.020603,0.0
641,-2.038118,-0.004938,0.0
642,-2.017941,0.010093,0.0
643,-1.995503,0.025008,0.0
644,-1.978199,0.030487,0.0
645,-1.969791,0.027777,0.0
646,-1.964536,0.023,0.0
647,-1.96254,0.020973,0.0
648,-1.960283,0.018451,0.0
649,-1.966809,0.018435,0.0
650,-1.97439,0.021538,0.0
651,-1.984574,0.026929,0.0
652,-1.996298,0.027332,0.0
653,-2.010033,0.023689,0.0
654,-2.024148,0.008328,0.0
655,-2.041595,0.000386,0.0
656,-2.063553,-0.004898,0.0
657,-2.077731,-0.010644,0.0
658,-2.086794,-0.012205,0.0
659,-2.09123,-0.01139,0.0
660,-2.089313,-0.013295,0.0
661,-2.089413,-0.015782,0.0
662,-2.088345,-0.01419,0.0
663,-2.084015,-0.015534,0.0
664,-2.074535,-0.016274,0.0
665,-2.056552,-0.015272,0.0
666,-2.020469,-0.013003,0.0
667,-1.956514,-0.008875,0.0
668,-1.870521,-0.000454,0.0
669,-1.776341,0.009404,0.0
670,-1.68325,0.018358,0.0
671,-1.603518,0.02466,0.0
672,-1.534988,0.024026,0.0
673,-1.481512,0.022296,0.0
674,-1.440418,0.023188,0.0
675,-1.405817,0.025605,0.0
676,-1.377885,0.027362,0.0
677,-1.358901,0.031884,0.0
678,-1.346006,0.036771,0.0
679,-1.3408,0.040828,0.0
680,-1.3414,0.042273,0.0
681,-1.34244,0.041854,0.0
682,-1.343803,0.042577,0.0
683,-1.347323,0.042687,0.0
684,-1.348717,0.040092,0.0
685,-1.348717,0.037395,0.0
686,-1.346418,0.03431,0.0
687,-1.338337,0.030014,0.0
688,-1.328451,0.027242,0.0
689,-1.316641,0.024667,0.0
690,-1.302066,0.023092,0.0
691,-1.282542,0.022594,0.0
692,-1.255174,0.023338,0.0
693,-1.219858,0.024242,0.0
694,-1.179237,0.025996,0.0
695,-1.13929,0.030846,0.0
696,-1.099431,0.035828,0.0
697,-1.062735,0.039681,0.0
698,-1.03129,0.041627,0.0
699,-1.004282,0.041338,0.0
700,-0.982339,0.040584,0.0
701,-0.963878,0.038827,0.0
702,-0.949639,0.037629,0.0
703,-0.941252,0.037608,0.0
704,-0.937219,0.037563,0.0
705,-0.936779,0.035411,0.0
706,-0.937806,0.028937,0.0
707,-0.941766,0.025547,0.0
708,-0.950575,0.025017,0.0
709,-0.961402,0.022019,0.0
710,-0.972791,0.018245,0.0
711,-0.982687,0.012866,0.0
712,-0.990218,0.006266,0.0
713,-0.99446,-0.000861,0.0
714,-0.993197,-0.009521,0.0
715,-0.987665,-0.016565,0.0
716,-0.978706,-0.023075,0.0
717,-0.966592,-0.028555,0.0
718,-0.953801,-0.032842,0.0
719,-0.941875,-0.035465,0.0
720,-0.927889,-0.038627,0.0
721,-0.923808,-0.032227,0.0
722,-0.933114,-0.020437,0.0
723,-0.933264,-0.024668,0.0
724,-0.941392,-0.023604,0.0
725,-0.941284,-0.019395,0.0
726,-0.943281,-0.021965,0.0
727,-0.94592,-0.026338,0.0
728,-0.949529,-0.027167,0.0
729,-0.949837,-0.030473,0.0
730,-0.953495,-0.037732,0.0
731,-0.960039,-0.043794,0.0
732,-0.963595,-0.049845,0.0
733,-0.967571,-0.051204,0.0
734,-0.974374,-0.050288,0.0
735,-0.978003,-0.050735,0.0
736,-0.984154,-0.050398,0.0
737,-0.988981,-0.046584,0.0
738,-0.995651,-0.041555,0.0
739,-1.004133,-0.034723,0.0
740,-1.010949,-0.029898,0.0
741,-1.010054,-0.028371,0.0
742,-1.007283,-0.025049,0.0
743,-1.004257,-0.023372,0.0
744,-1.003305,-0.021389,0.0
745,-1.006626,-0.013489,0.0
746,-1.009623,-0.007615,0.0
747,-1.010337,-0.004936,0.0
748,-1.006456,-0.005135,0.0
749,-0.998646,-0.009339,0.0
750,-0.995874,-0.01719,0.0
751,-0.995055,-0.025789,0.0
752,-0.994328,-0.029946,0.0
753,-0.991677,-0.034323,0.0
754,-0.991271,-0.034401,0.0
755,-0.990268,-0.035809,0.0
756,-0.989779,-0.036764,0.0
757,-0.986759,-0.037122,0.0
758,-0.975014,-0.034468,0.0
759,-0.961714,-0.027868,0.0
760,-0.946749,-0.022164,0.0
761,-0.932604,-0.017268,0.0
762,-0.91541,-0.017328,0.0
763,-0.904074,-0.012663,0.0
764,-0.891228,-0.009341,0.0
765,-0.882868,-0.005296,0.0
766,-0.875114,0.005855,0.0
767,-0.864771,0.017711,0.0
768,-0.847899,0.034579,0.0
769,-0.829124,0.050935,0.0
770,-0.817482,0.063242,0.0
771,-0.814282,0.075341,0.0
772,-0.810973,0.083831,0.0
773,-0.808851,0.079819,0.0
774,-0.810145,0.075753,0.0
775,-0.811176,0.067888,0.0
776,-0.813135,0.058942,0.0
777,-0.817323,0.049183,0.0
778,-0.81634,0.039007,0.0
779,-0.811802,0.030599,0.0
780,-0.806532,0.02023,0.0
781,-0.803205,0.007343,0.0
782,-0.801161,-0.003947,0.0
783,-0.800014,-0.015302,0.0
784,-0.79819,-0.022756,0.0
785,-0.792201,-0.031246,0.0
786,-0.787028,-0.037454,0.0
787,-0.787957,-0.044664,0.0
788,-0.783885,-0.054561,0.0
789,-0.779688,-0.055101,0.0
790,-0.776845,-0.051716,0.0
791,-0.770429,-0.050995,0.0
792,-0.762551,-0.054263,0.0
793,-0.759461,-0.051975,0.0
794,-0.760332,-0.055388,0.0
795,-0.762607,-0.06069,0.0
796,-0.767941,-0.068575,0.0
797,-0.768291,-0.072114,0.0
798,-0.766206,-0.076693,0.0
