frame,yaw,pitch,roll
0,1.536303,0.104189,0.0
1,1.531378,0.097717,0.0
2,1.529354,0.097894,0.0
3,1.528873,0.098005,0.0
4,1.531439,0.098414,0.0
5,1.535085,0.099853,0.0
6,1.537783,0.102205,0.0
7,1.538355,0.106557,0.0
8,1.536009,0.110931,0.0
9,1.535008,0.107919,0.0
10,1.536717,0.098044,0.0
11,1.545847,0.089004,0.0
12,1.565598,0.085457,0.0
13,1.586828,0.087656,0.0
14,1.605865,0.091409,0.0
15,1.62058,0.096631,0.0
16,1.630649,0.100668,0.0
17,1.642243,0.104613,0.0
18,1.654847,0.104117,0.0
19,1.668839,0.099953,0.0
20,1.683204,0.095125,0.0
21,1.696485,0.088737,0.0
22,1.708916,0.083534,0.0
23,1.719761,0.078173,0.0
24,1.729943,0.076434,0.0
25,1.737617,0.081634,0.0
26,1.744515,0.084828,0.0
27,1.750038,0.084626,0.0
28,1.755628,0.084236,0.0
29,1.762762,0.082908,0.0
30,1.770811,0.081656,0.0
31,1.778868,0.082074,0.0
32,1.786582,0.082133,0.0
33,1.793747,0.081669,0.0
34,1.796314,0.083663,0.0
35,1.797989,0.085189,0.0
36,1.799165,0.085748,0.0
37,1.798846,0.087373,0.0
38,1.79651,0.090913,0.0
39,1.793899,0.092069,0.0
40,1.79078,0.093455,0.0
41,1.787951,0.094497,0.0
42,1.785856,0.093814,0.0
43,1.783221,0.093828,0.0
44,1.780645,0.095277,0.0
45,1.777097,0.100524,0.0
46,1.773643,0.099902,0.0
47,1.762063,0.087499,0.0
48,1.74681,0.074459,0.0
49,1.732805,0.068872,0.0
50,1.722413,0.065241,0.0
51,1.715065,0.062972,0.0
52,1.710412,0.066048,0.0
53,1.710861,0.069889,0.0
54,1.714101,0.075421,0.0
55,1.720039,0.079366,0.0
56,1.726429,0.080653,0.0
57,1.732707,0.082507,0.0
58,1.739792,0.083361,0.0
59,1.747916,0.082159,0.0
60,1.754636,0.082768,0.0
61,1.759519,0.083514,0.0
62,1.763694,0.085392,0.0
63,1.766699,0.087773,0.0
64,1.766556,0.090467,0.0
65,1.764858,0.095748,0.0
66,1.761415,0.104314,0.0
67,1.756765,0.11143,0.0
68,1.750924,0.11599,0.0
69,1.74407,0.119905,0.0
70,1.737613,0.123157,0.0
71,1.731128,0.127574,0.0
72,1.723793,0.133744,0.0
73,1.71597,0.140736,0.0
74,1.707263,0.146538,0.0
75,1.699582,0.150216,0.0
76,1.692693,0.153972,0.0
77,1.685272,0.15972,0.0
78,1.677677,0.16773,0.0
79,1.669546,0.177448,0.0
80,1.661673,0.187561,0.0
81,1.654151,0.196007,0.0
82,1.650743,0.201667,0.0
83,1.652731,0.204885,0.0
84,1.658668,0.203649,0.0
85,1.668265,0.207671,0.0
86,1.675695,0.210212,0.0
87,1.681287,0.210493,0.0
88,1.683204,0.211244,0.0
89,1.68286,0.211792,0.0
90,1.682417,0.211682,0.0
91,1.679689,0.210949,0.0
92,1.676505,0.210498,0.0
93,1.675003,0.2094,0.0
94,1.675339,0.208516,0.0
95,1.681539,0.207601,0.0
96,1.690897,0.208573,0.0
97,1.697486,0.210959,0.0
98,1.701671,0.209598,0.0
99,1.70385,0.204808,0.0
100,1.702164,0.193461,0.0
101,1.697325,0.168118,0.0
102,1.689374,0.136194,0.0
103,1.679364,0.106466,0.0
104,1.670342,0.082717,0.0
105,1.663248,0.067103,0.0
106,1.658557,0.054917,0.0
107,1.655965,0.043685,0.0
108,1.653325,0.034028,0.0
109,1.651324,0.026506,0.0
110,1.649281,0.021143,0.0
111,1.64625,0.01743,0.0
112,1.64243,0.013869,0.0
113,1.639047,0.012412,0.0
114,1.636079,0.012624,0.0
115,1.634057,0.013129,0.0
116,1.633837,0.014396,0.0
117,1.634444,0.015135,0.0
118,1.635553,0.013418,0.0
119,1.638597,0.003726,0.0
120,1.643549,-0.015745,0.0
121,1.648492,-0.039613,0.0
122,1.650848,-0.062283,0.0
123,1.647762,-0.086401,0.0
124,1.637882,-0.111573,0.0
125,1.624533,-0.136944,0.0
126,1.610398,-0.155667,0.0
127,1.597721,-0.169564,0.0
128,1.583497,-0.182992,0.0
129,1.570941,-0.189054,0.0
130,1.556992,-0.196523,0.0
131,1.546334,-0.198622,0.0
132,1.541567,-0.196767,0.0
133,1.540755,-0.197728,0.0
134,1.539514,-0.202239,0.0
135,1.541673,-0.202448,0.0
136,1.543146,-0.20406,0.0
137,1.543828,-0.207378,0.0
138,1.542879,-0.208904,0.0
139,1.538799,-0.211073,0.0
140,1.530778,-0.21564,0.0
141,1.521032,-0.220575,0.0
142,1.507148,-0.225295,0.0
143,1.488978,-0.231133,0.0
144,1.470156,-0.235331,0.0
145,1.452241,-0.241011,0.0
146,1.43188,-0.246967,0.0
147,1.411929,-0.248623,0.0
148,1.395988,-0.250765,0.0
149,1.380685,-0.253476,0.0
150,1.369757,-0.253745,0.0
151,1.359124,-0.253281,0.0
152,1.341218,-0.260537,0.0
153,1.325636,-0.27727,0.0
154,1.314473,-0.291567,0.0
155,1.305573,-0.300373,0.0
156,1.30272,-0.305782,0.0
157,1.306624,-0.305142,0.0
158,1.312121,-0.305489,0.0
159,1.321362,-0.301427,0.0
160,1.329715,-0.298867,0.0
161,1.337797,-0.294619,0.0
162,1.348776,-0.288868,0.0
163,1.357028,-0.286414,0.0
164,1.362609,-0.281841,0.0
165,1.369054,-0.27874,0.0
166,1.374345,-0.278034,0.0
167,1.378676,-0.278661,0.0
168,1.382278,-0.277774,0.0
169,1.384955,-0.276982,0.0
170,1.388142,-0.275331,0.0
171,1.392151,-0.270164,0.0
172,1.395719,-0.265091,0.0
173,1.399811,-0.259175,0.0
174,1.407498,-0.254487,0.0
175,1.415821,-0.249828,0.0
176,1.426132,-0.244241,0.0
177,1.437354,-0.237885,0.0
178,1.447386,-0.233397,0.0
179,1.455726,-0.227448,0.0
180,1.465948,-0.218298,0.0
181,1.472625,-0.210139,0.0
182,1.479502,-0.199971,0.0
183,1.488282,-0.187983,0.0
184,1.498559,-0.175547,0.0
185,1.509995,-0.163755,0.0
186,1.522192,-0.153822,0.0
187,1.536108,-0.143942,0.0
188,1.550988,-0.132692,0.0
189,1.567612,-0.120615,0.0
190,1.585705,-0.105409,0.0
191,1.602629,-0.090492,0.0
192,1.61855,-0.072987,0.0
193,1.632944,-0.054774,0.0
194,1.645298,-0.039664,0.0
195,1.6544,-0.02943,0.0
196,1.662724,-0.019107,0.0
197,1.669822,-0.011022,0.0
198,1.676519,-0.004799,0.0
199,1.683153,0.002342,0.0
200,1.691113,0.008869,0.0
201,1.698434,0.013564,0.0
202,1.704832,0.018939,0.0
203,1.710747,0.023832,0.0
204,1.715811,0.027374,0.0
205,1.719562,0.030786,0.0
206,1.722172,0.034064,0.0
207,1.724733,0.03659,0.0
208,1.725552,0.036376,0.0
209,1.726638,0.036935,0.0
210,1.727637,0.03765,0.0
211,1.728833,0.038283,0.0
212,1.730078,0.03917,0.0
213,1.731,0.040244,0.0
214,1.73178,0.041007,0.0
215,1.733036,0.04138,0.0
216,1.735048,0.041511,0.0
217,1.73768,0.041894,0.0
218,1.741548,0.041986,0.0
219,1.746481,0.042011,0.0
220,1.752616,0.042427,0.0
221,1.75905,0.042985,0.0
222,1.764085,0.043273,0.0
223,1.767964,0.04329,0.0
